id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
3596,WATER CRESS CONCENTRATE,물냉이농축물,,A1000880000800,식품원료,원료이기에 사용기준 없음,,사용가능,
3597,WATER CRESS FLOUR (POWDER),물냉이분말,,A1000880000001,식품원료,원료이기에 사용기준 없음,,사용가능,
3598,,물냉이잎,,A1000880380000,식품원료,원료이기에 사용기준 없음,,사용가능,
3599,WATER CRESS JUICE,물냉이주스,,A1000880000025,식품원료,원료이기에 사용기준 없음,,사용가능,
3600,WATER CRESS EXTRACT,물냉이추출물,,A1000880004500,식품원료,원료이기에 사용기준 없음,,사용가능,
3601,,물레고둥,,A3000337000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3602,,물레나물,,A1000881000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3603,,물망초꽃,,A1000882140000,식품원료,원료이기에 사용기준 없음,,사용가능,
3604,,물메기,,A3000339000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3605,ARTEMISIA,물쑥,,A1000886000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3606,,물엿,,P0108010000000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
3607,,물엿분말,,P0108010000001,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
3608,BOMBAY DUCK,물천구,,A3000340000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3609,,물치다래,,A3000341000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3610,,물치다래분말,,A3000341000001,식품원료,원료이기에 사용기준 없음,,사용가능,
3611,MUCIN,뮤신,,B2000110000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
3612,,뮤코다당·단백(고시형),,C2000094000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
3613,,미강유(현미유),,A1001332C58520,식품원료,원료이기에 사용기준 없음,,사용가능,
3614,미국비름,미국비름,,A1005050000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3615,,미국산수유열매,,A1003086230000,식품원료,원료이기에 사용기준 없음,,사용가능,
3616,AMERICAN GINSENG,미국삼,,A1000892000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3617,,미국삼뿌리,,A1000892610000,식품원료,원료이기에 사용기준 없음,,사용가능,
3618,american ginseng extract,미국삼추출물,,A1000892004500,식품원료,원료이기에 사용기준 없음,,사용가능,
3619,,미꾸라지,,A3000345000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3620,미끈가지,미끈가지,,A1000893010000,식품원료,원료이기에 사용기준 없음,,사용가능,
3621,WATER DROPWART,미나리,,A1000894000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3622,WATER DROPWART EXTRACT,미나리추출물,,A1000894004500,식품원료,원료이기에 사용기준 없음,,사용가능,
3623,,미더덕엑기스분말,,A3000347000018,식품원료,원료이기에 사용기준 없음,,사용가능,
3624,BILBERRY,미르틸루스산앵도,,A1003117000000,식품원료,원료이기에 사용기준 없음,,사용가능,
3625,BILBERRY CONCENTRATE,미르틸루스산앵도농축,,A1003117000800,식품원료,원료이기에 사용기준 없음,,사용가능,
3626,BILLBERRY CONCENTRATED JUICE,미르틸루스산앵도농축액,,A1003117000814,식품원료,원료이기에 사용기준 없음,,사용가능,
3627,BILBERRY POWDER,미르틸루스산앵도분말,,A1003117000001,식품원료,원료이기에 사용기준 없음,,사용가능,
3628,VACCINIUM MYRTILLUS FRUIT BILBERRY,미르틸루스산앵도열매,,A1003117230000,식품원료,원료이기에 사용기준 없음,,사용가능,
3629,,미르틸루스산앵도열매추출물,,A1003117234512,식품원료,원료이기에 사용기준 없음,,사용가능,
3630,,미르틸루스산앵도열매추출물분말,,A1003117234501,식품원료,원료이기에 사용기준 없음,,사용가능,
3631,,미르틸루스산앵도열매추출액,,A1003117234500,식품원료,원료이기에 사용기준 없음,,사용가능,
3632,BILBERRY JUICE,미르틸루스산앵도주스,,A1003117230025,식품원료,원료이기에 사용기준 없음,,사용가능,
3633,BILBERRY FRUIT EXTRACT,미르틸루스산앵도주스추출,,A1003117234525,식품원료,원료이기에 사용기준 없음,,사용가능,
